2008-SEJ-258,2000-SEJ-307,5.0
2000-SEJ-307,2008-SEJ-258,5.0
2008-SEJ-258,2007-SEJ-132,5.0
2007-SEJ-132,2008-SEJ-258,5.0
2008-SEJ-258,2011-SEJ-353,5.0
2011-SEJ-353,2008-SEJ-258,5.0
2008-SEJ-258,2000-SEJ-140,5.0
2000-SEJ-140,2008-SEJ-258,5.0
2008-SEJ-258,2006-HUM-401,1.0
2008-SEJ-258,2005-HUM-119,1.0
2008-SEJ-258,1997-CTS-381,1.0
2008-SEJ-258,OTRI-08-CT17,1.0
2008-SEJ-258,2008-TEP-198,1.0
2008-SEJ-258,2005-FQM-106,1.0
2008-SEJ-258,2008-HUM-323,1.0
2008-SEJ-258,2000-AGR-153,1.0
2010-SEJ-258,2011-SEJ-065,5.0
2011-SEJ-065,2010-SEJ-258,5.0
2010-SEJ-258,2006-SEJ-381,5.0
2006-SEJ-381,2010-SEJ-258,5.0
2010-SEJ-258,2003-SEJ-301,5.0
2003-SEJ-301,2010-SEJ-258,5.0
2010-SEJ-258,2005-SEJ-164,5.0
2005-SEJ-164,2010-SEJ-258,5.0
2010-SEJ-258,SUBC2009-004,1.0
2010-SEJ-258,2004-CVI-298,1.0
2010-SEJ-258,2007-FQM-164,1.0
2010-SEJ-258,2002-FQM-304,1.0
2010-SEJ-258,2007-HUM-429,1.0
2010-SEJ-258,OTRI-06-PC47,1.0
2010-SEJ-258,2011-FQM-127,1.0
2010-SEJ-258,2006-HUM-213,1.0
2011-SEJ-258,1997-SEJ-149,5.0
1997-SEJ-149,2011-SEJ-258,5.0
2011-SEJ-258,2009-SEJ-188,5.0
2009-SEJ-188,2011-SEJ-258,5.0
2011-SEJ-258,2003-SEJ-197,5.0
2003-SEJ-197,2011-SEJ-258,5.0
2011-SEJ-258,1997-SEJ-180,5.0
1997-SEJ-180,2011-SEJ-258,5.0
2011-SEJ-258,2006-HUM-156,1.0
2011-SEJ-258,2000-HUM-156,1.0
2011-SEJ-258,1997-HUM-123,1.0
2011-SEJ-258,2002-FQM-112,1.0
2011-SEJ-258,2003-TEP-201,1.0
2011-SEJ-258,2008-0559,1.0
2011-SEJ-258,2005-TEP-198,1.0
2011-SEJ-258,2007-BIO-144,1.0
2005-HUM-712,2000-HUM-281,5.0
2000-HUM-281,2005-HUM-712,5.0
2005-HUM-712,2000-HUM-708,5.0
2000-HUM-708,2005-HUM-712,5.0
2005-HUM-712,2005-HUM-131,5.0
2005-HUM-131,2005-HUM-712,5.0
2005-HUM-712,1997-HUM-411,5.0
1997-HUM-411,2005-HUM-712,5.0
2005-HUM-712,OTR2010-OE12,1.0
2005-HUM-712,CCT003-05-00454,1.0
2005-HUM-712,2011-CTS-601,1.0
2005-HUM-712,REN2001-4269-E-ANT,1.0
2005-HUM-712,1997-CTS-192,1.0
2005-HUM-712,SEJ2004-22141-E,1.0
2005-HUM-712,2000-FQM-164,1.0
2005-HUM-712,2009-FQM-262,1.0
